Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2024-11-17,0.1638,0.1643,0.1527,0.1561,13854286.2,2024-11-17 23:59:59.999,2200470.44908000,37634,7046299.20000000,1119289.25939000,0
2024-11-18,0.1561,0.1737,0.1548,0.1717,29968996.2,2024-11-18 23:59:59.999,4981003.33101000,57426,14403741.60000000,2397236.53956000,0
2024-11-19,0.1716,0.1733,0.1658,0.1699,17042954.9,2024-11-19 23:59:59.999,2887043.61121000,33971,8362381.00000000,1416965.78078000,0
2024-11-20,0.1699,0.1699,0.1553,0.1596,14471915.6,2024-11-20 23:59:59.999,2350865.20563000,28744,6894480.00000000,1119809.71324000,0
2024-11-21,0.1595,0.1696,0.1543,0.1675,10420804.0,2024-11-21 23:59:59.999,1700777.95705000,26196,5459090.80000000,892182.29559000,0
2024-11-22,0.1676,0.182,0.1653,0.1814,26507224.5,2024-11-22 23:59:59.999,4640438.99607000,56488,13397455.10000000,2349413.46027000,0
2024-11-23,0.1814,0.193,0.1779,0.1914,25938380.6,2024-11-23 23:59:59.999,4825987.43841000,53266,12260416.80000000,2282212.72171000,0
2024-11-24,0.1914,0.2069,0.1808,0.2011,30548996.0,2024-11-24 23:59:59.999,5945998.41075000,62970,15103833.80000000,2939929.94056000,0
2024-11-25,0.2013,0.2098,0.1941,0.1992,24211436.3,2024-11-25 23:59:59.999,4886308.48013000,61173,11577757.50000000,2338176.98574000,0
2024-11-26,0.1991,0.2167,0.1957,0.2131,28781955.4,2024-11-26 23:59:59.999,5945522.42306000,81909,14931881.30000000,3085744.99799000,0
2024-11-27,0.2131,0.2199,0.2051,0.2194,13708330.0,2024-11-27 23:59:59.999,2898100.07291000,36575,6573764.20000000,1390195.56028000,0
2024-11-28,0.2193,0.2194,0.2073,0.2166,10059444.6,2024-11-28 23:59:59.999,2138014.55043000,26137,4827194.20000000,1026349.22174000,0
2024-11-29,0.2167,0.2359,0.2083,0.2331,14397419.4,2024-11-29 23:59:59.999,3187076.15827000,34970,7052368.90000000,1561965.01481000,0
2024-11-30,0.233,0.2341,0.223,0.2313,11137493.1,2024-11-30 23:59:59.999,2548105.66104000,35227,5436709.10000000,1243187.41663000,0
2024-12-01,0.2313,0.241,0.2223,0.2397,11060370.0,2024-12-01 23:59:59.999,2578400.40171000,33301,5353894.10000000,1248638.51667000,0
2024-12-02,0.2398,0.263,0.2279,0.2549,40124568.7,2024-12-02 23:59:59.999,9831380.51284000,117259,20091665.90000000,4923967.91065000,0
2024-12-03,0.2549,0.29,0.2454,0.2804,63783799.6,2024-12-03 23:59:59.999,16930123.72694000,170916,30239944.30000000,8032644.74793000,0
2024-12-04,0.2806,0.2949,0.2668,0.2787,35618213.4,2024-12-04 23:59:59.999,10025712.21398000,111117,16972316.00000000,4778083.68603000,0
2024-12-05,0.2787,0.2816,0.2534,0.2643,28225764.1,2024-12-05 23:59:59.999,7621660.57408000,94026,13403413.00000000,3624264.84675000,0
2024-12-06,0.2644,0.2755,0.2502,0.2679,23270021.2,2024-12-06 23:59:59.999,6204282.27640000,63878,11429232.10000000,3049258.95187000,0
2024-12-07,0.2678,0.2866,0.2549,0.2757,26230779.9,2024-12-07 23:59:59.999,7239303.80817000,76643,13964942.90000000,3859222.08177000,0
2024-12-08,0.2755,0.2778,0.2652,0.2777,13798344.2,2024-12-08 23:59:59.999,3740758.72360000,44161,6756815.80000000,1832099.41113000,0
2024-12-09,0.2777,0.2787,0.166,0.2224,33852615.1,2024-12-09 23:59:59.999,8050602.26385000,103899,16266123.90000000,3859274.16440000,0
2024-12-10,0.2223,0.227,0.1939,0.2139,35499218.8,2024-12-10 23:59:59.999,7558579.66380000,107231,17227331.80000000,3669524.26399000,0
2024-12-11,0.2139,0.2305,0.2044,0.2286,12670194.7,2024-12-11 23:59:59.999,2769821.57771000,46108,6290189.00000000,1375637.11751000,0
2024-12-12,0.2285,0.2395,0.2257,0.2326,15928521.5,2024-12-12 23:59:59.999,3716914.55078000,57141,7572828.00000000,1768318.32287000,0
2024-12-13,0.2327,0.2348,0.2248,0.2322,16585379.3,2024-12-13 23:59:59.999,3815768.86173000,50858,8139981.60000000,1874037.11861000,0
2024-12-14,0.2322,0.2352,0.2149,0.2196,13135888.5,2024-12-14 23:59:59.999,2958605.54105000,37019,6310931.60000000,1421979.86223000,0
2024-12-15,0.2197,0.228,0.2138,0.2269,10256325.6,2024-12-15 23:59:59.999,2263338.37220000,31014,5175498.20000000,1141590.09734000,0
2024-12-16,0.227,0.2324,0.2125,0.2182,16069554.4,2024-12-16 23:59:59.999,3583502.83524000,37058,7792922.10000000,1739995.28693000,0
2024-12-17,0.2183,0.2185,0.2017,0.2041,7074055.7,2024-12-17 23:59:59.999,1493269.24563000,19602,3070164.50000000,647828.88510000,0
2024-12-18,0.2042,0.2053,0.179,0.1802,24439473.0,2024-12-18 23:59:59.999,4711697.53537000,51267,12217726.70000000,2356694.88961000,0
2024-12-19,0.1801,0.1839,0.1594,0.1652,30421680.0,2024-12-19 23:59:59.999,5197854.26245000,46975,15866523.40000000,2710427.08990000,0
2024-12-20,0.1652,0.173,0.1462,0.1712,42897938.6,2024-12-20 23:59:59.999,6807912.06102000,48882,22130535.00000000,3507558.43433000,0
2024-12-21,0.1711,0.1824,0.1612,0.1638,18683557.5,2024-12-21 23:59:59.999,3184405.10971000,32044,8686791.20000000,1479692.66608000,0
2024-12-22,0.1639,0.1745,0.1616,0.1686,18005993.3,2024-12-22 23:59:59.999,3020349.87712000,34036,9904760.30000000,1662630.35287000,0
2024-12-23,0.1685,0.1834,0.1639,0.1805,14955867.4,2024-12-23 23:59:59.999,2593295.22573000,24042,7544755.40000000,1309174.11063000,0
2024-12-24,0.1804,0.1951,0.1761,0.1913,14796891.8,2024-12-24 23:59:59.999,2752339.49304000,26391,7905785.80000000,1469403.92133000,0
2024-12-25,0.1913,0.1933,0.1851,0.1877,7660763.1,2024-12-25 23:59:59.999,1450300.79138000,16744,3471536.20000000,657180.62389000,0
2024-12-26,0.1877,0.189,0.1702,0.1735,8013524.7,2024-12-26 23:59:59.999,1413902.90269000,17550,3504733.00000000,616780.11938000,0
2024-12-27,0.1736,0.1871,0.1722,0.1799,9399664.4,2024-12-27 23:59:59.999,1691352.99196000,18366,4991826.20000000,897805.70672000,0
2024-12-28,0.1799,0.1909,0.1785,0.1903,8645536.5,2024-12-28 23:59:59.999,1590561.10770000,19696,4680824.70000000,861338.62990000,0
2024-12-29,0.1902,0.201,0.1762,0.1783,23001008.2,2024-12-29 23:59:59.999,4410726.82472000,38434,12426076.60000000,2389827.00029000,0
2024-12-30,0.1782,0.1954,0.1769,0.1905,23249647.5,2024-12-30 23:59:59.999,4337508.34439000,38711,12206022.60000000,2278757.95927000,0
2024-12-31,0.1904,0.1904,0.1787,0.1808,12249589.3,2024-12-31 23:59:59.999,2241301.88656000,22286,6257321.90000000,1144255.58812000,0
2025-01-01,0.1808,0.1901,0.1755,0.1869,7647668.8,2025-01-01 23:59:59.999,1399791.09319000,20899,3493538.90000000,639375.11303000,0
2025-01-02,0.187,0.1975,0.187,0.19,10461553.2,2025-01-02 23:59:59.999,2010086.48662000,28080,4828410.80000000,928838.70558000,0
2025-01-03,0.1901,0.2,0.1879,0.1993,5743347.3,2025-01-03 23:59:59.999,1118294.19882000,12666,2984523.20000000,581592.34726000,0
